persona,upi_txn_frequency_30d,upi_merchant_diversity_score,utility_bill_payment_consistency,mobile_recharge_regularity,income_estimate_monthly,income_volatility_cv,bnpl_outstanding_ratio,multi_loan_app_count,evening_txn_ratio,savings_behavior_score,peer_transfer_reciprocity,device_tenure_months,loan_approved
kirana_owner,19.45479285437383,0.13778229206100934,0.6571319863605091,13.262919241943578,18496.47123751739,0.3240401929599417,0.021037363349791616,0,0.17714393528386088,0.5525080418679152,0.5406168919195042,35.73921484890846,1
auto_driver,5.071925918053927,0.15935313904404494,0.7330380371444231,13.676601109523897,15503.52200730424,0.498936922939724,0.20206286801607545,1,0.3451416678468146,0.481159758027898,0.803642486698083,21.451713876951437,0
auto_driver,6.9158735400273414,0.39809389101395926,0.8745044518270639,20.474944350225087,15725.0825982961,0.5172377472635574,0.2233616599244658,0,0.3447787155492379,0.4088049728443952,1.0631628842174328,17.2097318662113,1
kirana_owner,13.301352650125065,0.0745515864822972,0.924267181801219,6.53284316624494,15204.247746235998,0.14481707703943478,0.08990741872812652,0,0.3686405102093661,0.33839559957155796,0.5551618364500475,39.986574176682396,1
auto_driver,5.066904269989697,0.18295555444663025,0.7846166429174002,9.19298508331356,19687.872743994667,0.4018989794861899,0.17356560891072162,1,0.3099326954980173,0.42164981047290506,1.1007849907310612,28.169520117466252,1
distressed,1.1125614678085374,0.06885840453515332,0.33200247446725384,48.89058142617425,10063.322266665686,0.614578490752822,0.7624042146560135,4,0.35621487284656406,0.05551980423268247,2.450962667521628,1.741281826255273,0
distressed,2.81916269832057,0.10043609156129707,0.26358356054435206,44.619086231304685,19507.37844512668,0.5071347135907951,0.35457199838286746,3,0.5492042720812904,0.02326407419664337,2.2961543858985802,5.242110744900076,0
kirana_owner,27.084793898551148,0.14077937641525995,0.7317870557739482,7.366623629975812,24245.899565979544,0.2865035700608616,0.12248531451358655,1,0.17631951996353123,0.2799514856298302,0.6972168318782259,17.262236790937138,1
auto_driver,4.489785504617504,0.22118002058448388,0.5645176259806646,9.07882114597639,21886.68788030872,0.256344404900932,0.013848852291065028,0,0.2660145797881526,0.33645752644438853,1.0765001687596545,17.808913704960847,1
distressed,0.4173826674345382,0.038149840959652404,0.1828607048865386,31.234689395805297,9113.76786582861,0.7284930606971091,0.5081312128515961,2,0.3623135299818985,0.03736141384595716,2.285629423076456,1.711703320326012,1
distressed,2.5776523693139324,0.1102653143927617,0.4428497382053074,45.05064700683984,5021.65605210323,0.8117910163085316,0.6212416379977739,4,0.3836380521032867,0.05360680359476373,2.2713343052856216,7.003005008857903,0
tuition_teacher,1.6988420547697842,0.3672570459083111,0.8208979168925166,14.186258929519727,16775.963938122597,0.3102535430345384,0.07327848996524948,1,0.1654991128825091,0.47075883587711803,1.1800203418191617,18.0938001354237,1
tuition_teacher,3.6771739491500157,0.49699617107076866,0.8892503287624296,24.479052903047393,22064.47133386616,0.35981668281972207,0.12658352585352414,0,0.24697863246205815,0.39108206690657327,1.1863586901729488,37.2644483230804,1
auto_driver,3.760438969411682,0.3839849556751565,0.557711330615877,24.259844426363447,27103.23078823401,0.490265252825529,0.14842050111658853,0,0.4847872313888641,0.41804593559323433,1.2622189439721312,13.601500615175617,1
tuition_teacher,3.8247530573622095,0.4003506799118474,0.8351356943645559,19.407371959236208,11086.119051500425,0.4291770170019764,0.15984894330241334,0,0.21991868830452244,0.7190563060605458,0.7838135119507859,11.981521240603758,1
kirana_owner,22.767091092789038,0.11672755166564763,0.9464609606293068,12.625321470706524,20432.450707825643,0.16763373522754393,0.0546288026658081,0,0.22860999505106572,0.3209252418812498,0.47389168627109585,45.70058868152679,1
domestic_worker,3.7764899539346177,0.16704522408640884,0.6157163038560431,22.527189469616523,7769.235313562307,0.3966578862310805,0.2512160826012752,3,0.07369571544340828,0.30516010375723474,1.2459517187938454,5.560355245037364,0
auto_driver,10.42859560076689,0.22383975633602246,0.6925901943553915,14.961654287222078,24547.753424302635,0.3405782174327475,0.22961047387888855,2,0.4843882106294548,0.1442353643984442,1.297924260486301,32.37600072923236,0
auto_driver,3.8139665428571945,0.3742583497241563,0.5121797913458772,11.334905044740648,18691.20716029341,0.2929065625499905,0.19419198517305464,2,0.5231914681392656,0.3625076157309961,0.6253138973462873,6.162895023861013,0
domestic_worker,3.4729309502307553,0.058584791022989066,0.7604337341387543,33.55590860344561,5553.443807671538,0.34302709977609513,0.244342274392523,0,0.2175960437310766,0.06204538986411993,0.9412474775033388,5.623397265418505,0
tuition_teacher,1.7760649622054543,0.4571173821773066,0.7559820323519821,14.873657523720404,9975.610657035228,0.4129714091843912,0.19604095697973636,1,0.11090006299825912,0.5773390364673898,0.729645386106117,38.06095418647178,1
auto_driver,11.820244615987733,0.2646401606146225,0.8293139983033914,18.455350157939982,15330.498808132226,0.42172394498759125,0.036282563666262424,1,0.5338073360674286,0.2205370530058872,1.0046120510652794,26.993278337671985,0
auto_driver,6.636309516666894,0.2685421823706545,0.5500713610030528,9.413702977709775,17344.312348983276,0.33342266373437723,0.07617615094020783,1,0.43329626411098854,0.3538516469673052,0.8882676276098992,18.263493282860914,0
kirana_owner,17.20480097145093,0.14482653501803405,0.7244456465073896,10.724579331221157,21330.597720485337,0.2414429751079802,0.1053003271665557,0,0.31198712055030253,0.5435948754344642,0.5581070759120216,40.347559991494336,1
tuition_teacher,3.563696223033791,0.4578469909687771,0.9570568371498752,26.57902955131345,30586.042359574996,0.35108987755492976,0.10405502294811382,0,0.16289013834884025,0.6768220630552808,1.0458991525621963,11.939128627399125,1
auto_driver,6.007170364513913,0.19324861129789844,0.6318352153168355,20.36846620105154,16568.75633222154,0.25440485306802124,0.2067933561301716,1,0.5069644070723676,0.24890462927661927,0.7075290293424443,24.025212238352427,0
distressed,2.384683206657381,0.05109615099207662,0.3406827672081324,42.63515913710032,21681.66004898961,0.6551366780654599,0.6204443172930797,3,0.40226441465056034,0.05250883029672612,1.7456269563874438,2.1613480751357352,0
tuition_teacher,5.951608321631363,0.24955856099907114,0.8299912278437618,17.06630888515456,9673.826065712641,0.22401478509385553,0.1510660345589489,0,0.1867558054645186,0.5111971203856805,0.8054710816692681,14.151506175849516,1
auto_driver,7.411777881614277,0.29661129325369895,0.70718178985728,8.514076022023877,21187.354513255606,0.3231002362167141,0.2108970961906353,2,0.44474471504028235,0.368081302140542,1.1340321133276703,7.74325445164342,0
kirana_owner,18.616595188920467,0.20372551789187582,0.9311651205707858,10.04791482903498,28080.303501248807,0.32738806096783746,0.08806859108054708,0,0.3625685747084304,0.4032658580161859,0.6494084792657426,31.130797476164798,1
distressed,0.7792677725798123,0.0538855635609605,0.16706105338194494,25.620578294964314,12204.568234208647,0.8709841834016108,0.5241036641284358,3,0.49961929788943416,0.0007314456293015637,1.9170331599012207,5.921234259892248,0
tuition_teacher,4.807162815920038,0.5161647551874187,0.9090018245483219,27.337802023888834,22487.69991035659,0.43460155122145316,0.17336028765238531,0,0.12282081423672744,0.6295860763472045,1.008062089669158,26.805529281983357,1
distressed,2.2811344430823737,0.09499835379352686,0.22127250145956706,28.096744371605524,12996.144489227769,0.516378784114288,0.6886715637645893,5,0.5963850423737316,0.046497345619365305,2.9668754686107603,3.8810320153584192,0
tuition_teacher,5.623508336099444,0.4879040817161011,0.7107215108883405,16.708642143521217,11180.308301386585,0.2146095416941554,0.0218564582229116,0,0.23506112573349683,0.6209661883402642,1.2416044779261384,37.42552263389254,1
auto_driver,8.597079960377211,0.36453132615620576,0.5018900524746568,16.263328158094296,14930.115993035513,0.45318621980931917,0.007401822282153303,1,0.5186904644151091,0.36864512354234347,0.7663608543524181,31.58343388895738,0
kirana_owner,16.73268149045235,0.10496501015101341,0.9425639955167169,6.875936819394913,9505.295675038518,0.12120289780894078,0.05128904078184905,0,0.3294097869103919,0.6133442226893268,0.8993716850333824,22.669034052401937,1
tuition_teacher,2.9618454646089702,0.5203545660999442,0.8441058128778013,12.418604439635107,4615.970366956692,0.30961353895974003,0.01343333376955338,0,0.10353375619998245,0.5039759624250735,1.144178185466258,19.671943720882865,0
domestic_worker,1.4958930628913882,0.1845495198159493,0.5057937025962967,21.50685461033354,7292.730715622462,0.37726620360573715,0.1853397193497753,0,0.19846358988359536,0.22722343824912983,1.2574074463066467,9.287049121811336,0
auto_driver,8.05340454972946,0.3479936062853435,0.8292061259377997,14.890952654515472,29913.01141342037,0.3928771925760177,0.2486754372337562,1,0.49439153293536486,0.46102158768769275,1.1513128853605374,11.555380348607027,1
domestic_worker,2.29456222505039,0.11494587393016509,0.41612923813817343,34.19549044658441,8725.678816620726,0.1757506710325397,0.014377682656696427,2,0.0992133223009877,0.06965913017551473,1.1185824896882337,13.83784382639936,1
auto_driver,3.5447560574388253,0.3245474314024783,0.586948627440421,12.437288238105493,17715.227293932356,0.3682377331534293,0.10415240826728697,0,0.28362111129960926,0.44510582549635125,0.6008631437583357,21.245020674386254,1
kirana_owner,26.50648153672904,0.10206970868305001,0.7564218455193509,7.424828530283327,22192.380942256175,0.21996585013776626,0.10248875364882194,0,0.20706321886585513,0.39883108392469,0.8651923087945752,13.74849443449049,1
auto_driver,4.243848344746777,0.3797057983826707,0.5038891083648719,10.389795546604333,20743.694094320632,0.2593850538704934,0.027657366890550816,1,0.32249167262172573,0.32768482017227074,1.0131367679362884,31.48305999269337,0
tuition_teacher,4.86468694067642,0.49942203962670506,0.7737364102887055,26.538286256248256,18097.785432608707,0.33633722908959734,0.1206848908666643,0,0.2969299067235287,0.4626912353876397,1.2692115420740788,18.825570006167627,1
auto_driver,5.858720709272055,0.16952709827009096,0.512530603441873,13.236615797329257,21176.855714306388,0.255710244345246,0.04137193939544376,1,0.4624273707050764,0.3954321545829531,0.8220072197909851,32.70058371353086,1
auto_driver,4.556495427978703,0.2768231753955108,0.9165452798900585,7.072136885200111,12532.643147690085,0.2549739405692671,0.24827114548262663,1,0.4253916502402497,0.15076399020740527,1.2281115398278657,32.41140900383077,1
kirana_owner,21.080487395599015,0.10895103864055261,0.8689949453979161,13.362451768426013,19031.21394677989,0.10454013597859102,0.0893570662028591,0,0.36847212447595035,0.3641490279528228,0.7053850666177092,31.92747024322601,1
domestic_worker,3.1544778301466394,0.1975125613989407,0.5886725745553623,25.291661037710618,13299.938951026252,0.1531174694853033,0.2786099947086324,0,0.15404601340919877,0.17238842910816954,0.8658503741625772,21.682784855183343,0
auto_driver,4.605975856396478,0.1998854982248726,0.8607728014342398,23.42648939455476,12302.854994542125,0.3136442222569904,0.11745022204370698,2,0.5135097201432406,0.25162107801492206,0.9619136407946005,28.251492315592046,0
tuition_teacher,5.5198664543902005,0.5029503887623599,0.9314482563873165,11.79752458889313,8233.315410649717,0.26131921012442877,0.1487200730215304,1,0.10462801891638929,0.7406510851682758,0.9640012762489765,32.456626145488,1
kirana_owner,20.781766222457115,0.13182799552495944,0.8485856694363438,14.353813695664947,50430.829434940286,0.2169100641566491,0.029511327112594698,0,0.24852674564827965,0.30899891186179895,0.4814357502772775,36.64423464217238,0
auto_driver,9.78154106700232,0.3702590129794675,0.6168076098860249,10.637585829618605,10788.504322202944,0.3057298404613262,0.13050307534162808,0,0.3905249923740313,0.2037759359418137,0.6316211818925984,20.44474020978842,1
tuition_teacher,2.2621814527479365,0.30317088235108997,0.9217930302560979,25.78079435076315,4000.0,0.4704925560699315,0.19691372165015084,0,0.2905998265535963,0.332319963226298,0.7964554751494636,18.35186190018512,1
domestic_worker,2.3982754080577173,0.07479669850509368,0.5139649634800888,18.206240499645162,7500.889831611965,0.3629832894486996,0.20447975102142635,3,0.1970258855039267,0.13880985887300773,1.059876845961794,11.50195425295721,0
auto_driver,4.085898036993178,0.3740305206059076,0.5421661711729199,11.761716600723599,14888.962773526411,0.503943560820387,0.04487301808652186,1,0.3849577899832379,0.19810358920928386,1.0971716409351906,31.540039482066113,1
auto_driver,4.451286565667317,0.38500475270187867,0.8729553080143436,20.99245683989846,8596.007860129712,0.40529845638631873,0.12265197887796797,1,0.4089236998547494,0.3146272054308357,0.9041941592883833,9.952644986762024,0
tuition_teacher,1.8178843885505498,0.3940457932139768,0.7602380034719464,14.557322910278828,24884.363985619977,0.20901637362835365,0.023790662148042263,0,0.16430659829646635,0.5736581453615662,1.025509892392491,21.615342338339463,1
distressed,2.3023595083750914,0.06687592970139525,0.15350699274421759,48.0166464568392,13531.542945540197,0.636554826952691,0.3250533448484669,5,0.43560091920265714,0.07944570304958844,2.434063117482312,6.255870093214018,0
distressed,2.0253368530132443,0.0202308772586742,0.44767897444391225,32.02240964910388,7990.624077236795,0.5248252426160621,0.5291310207682569,5,0.38808167753939393,0.06322828130302102,2.0893910873553496,7.452967151084965,0
tuition_teacher,3.998476783579952,0.3654743904656494,0.9755177174410867,16.168845569589205,12525.978766771615,0.25317065037478176,0.13561881217596566,0,0.26920151226158173,0.3181141829729657,1.0147428818958764,38.344581449369095,1
kirana_owner,16.059380748243797,0.1977021425373257,0.783036267359297,10.618189300629993,36834.196085393836,0.2799456337553865,0.07634012276270313,0,0.2548252469819525,0.5411823091644963,0.5711812166500271,26.693640056316468,1
auto_driver,8.899659645087471,0.3157274285525238,0.5083019070439305,12.877843168092038,21350.39621101095,0.3093429541777591,0.1945378556360031,2,0.5081891204188391,0.19867215089045895,1.0674944111935905,9.880884103748233,0
kirana_owner,28.027192024075553,0.0905044815848372,0.8288860815337373,12.013911012434324,27719.00288954163,0.3382306171213914,0.09150907243307607,0,0.3063695392284841,0.3942210227551073,0.8880641953458539,26.388340865890928,1
kirana_owner,21.42500377753141,0.13878857727919527,0.9588593748137895,13.53984376147229,24988.85878845321,0.18055391845573454,0.08168226030620093,0,0.2724560640231157,0.5344911250516879,0.5670556334793778,20.791380027571975,1
domestic_worker,3.1074703402289097,0.16470008428429997,0.7431655413831884,24.61215261884613,11312.53674585961,0.2641130486285679,0.0840791966521511,1,0.10786402722046691,0.12734252291070633,1.2101729618672383,11.609630152725908,0
distressed,0.32026898855999963,0.05361299685293737,0.37912879248826337,45.97934665585811,9422.53151914791,0.5553316280464197,0.6871679505915256,4,0.37892604182735734,0.039006259015652925,2.997914272517874,2.348135762616369,0
tuition_teacher,5.904105727665171,0.22437422280698813,0.7400192800308925,24.233283530127892,11480.489489574597,0.28118964568125815,0.17696981190127214,0,0.12236896047613544,0.6746381782158032,0.823449466005653,22.39884341910823,1
domestic_worker,3.972147019348192,0.1999132863836282,0.6324067311860384,16.90398173921728,10541.091829079194,0.3319608247421796,0.3418324273758062,1,0.11366527752580408,0.18836266575127214,1.0973438473708192,4.079802245695516,0
domestic_worker,3.374307753092459,0.11249989970598204,0.5446955570084048,29.976415593341095,5932.558086620338,0.35034735846068077,0.17194010623697814,0,0.07878173921571166,0.313720633897688,0.867266663080317,6.224035963146892,1
auto_driver,6.9268499372483685,0.34365597032305745,0.5146321071175646,18.740636916385398,18015.542750928184,0.496938195224856,0.04200021214446778,2,0.2940591204464213,0.4443203894482145,1.1761872269650664,22.168252987925605,1
kirana_owner,13.663943105127194,0.20046578288671058,0.8163789394489686,12.50265987948233,35307.55399454602,0.2161699094643324,0.055185651033272644,0,0.20209483535875375,0.5881708647571282,0.4594551740169803,15.095364603994025,1
domestic_worker,3.9663596007616886,0.07058168866859187,0.6940929215621394,23.97459014402501,10552.173493814696,0.24822954417426848,0.30627946966892877,0,0.24511912916567996,0.3118576876322536,0.9346104753245932,7.636756345387615,1
domestic_worker,2.4281806897164104,0.17428203872581788,0.7197397472842051,15.531555299945834,7044.525903067521,0.16236478428650392,0.21054545835960548,0,0.10203693106859829,0.1755968261944405,1.3305372231130024,20.35884117781653,1
kirana_owner,14.924491608416382,0.1628190274094446,0.8732952862281804,5.660792109193949,28339.775669936116,0.10026686625568682,0.03184157082611144,0,0.37362787442969525,0.5408308434528516,0.48598017596851145,44.04950262565028,1
distressed,0.88098134149754,0.07857713251547224,0.16842027835370144,41.988175230223945,15000.487248547779,0.5856369157346881,0.34957848529940716,3,0.45568350856801554,0.017613829917307987,1.702038037385021,7.021973203532586,0
auto_driver,5.383264595894217,0.3026212668354471,0.5862639250224109,22.990578155131132,29408.16438638031,0.5288999862758665,0.02495776429419755,0,0.28222088688657315,0.1461305752443952,1.0336984794172184,9.659068926288686,0
domestic_worker,3.988370240317037,0.05662626544162419,0.580569233883751,21.47873337875272,11232.947730702626,0.38716137467816025,0.2019013354741575,3,0.08406823873170377,0.34359024317013165,1.1490476828134206,13.367113601683561,0
kirana_owner,10.817157432051314,0.11421712528237099,0.7137587464068931,6.032834791070496,18659.793356336682,0.316536151582755,0.0883996749191214,1,0.2396681978819778,0.4339012198150207,0.6157595018436773,34.79337055720954,0
kirana_owner,17.92302300407561,0.1635868460856985,0.802399910778417,11.587534098167009,12524.934117555129,0.2385997558449409,0.048107332004111415,1,0.24464819688993272,0.2925878957122249,0.4830313162069866,38.0320968772339,1
tuition_teacher,2.287111811726857,0.4893764586733106,0.9689764092912644,20.753101523329132,14702.646974690504,0.4006842976974739,0.010515198064611077,0,0.2891039782043813,0.47661813041922474,1.3467302803818009,27.68523584150825,1
domestic_worker,0.5928635302212601,0.1615189941833578,0.7834654016811318,24.928349648786167,11091.094451028888,0.26643936008931374,0.0019155880921196188,1,0.11614321334922109,0.31362908593476185,1.0611424112906371,14.866636123244817,1
domestic_worker,2.3777077331328775,0.19481239302226033,0.8336109604999691,32.11284243404807,3612.406332399947,0.1969023231912584,0.20799544300555295,2,0.22562948493110752,0.1623391809346813,0.8707743161549095,20.03022094703836,0
distressed,1.4474443412984739,0.056998436784719775,0.24616675242891597,27.959977079466718,8014.325495990442,0.8179002233670287,0.7188584290935205,2,0.425949154602486,0.08743342563348133,1.5359555332919332,4.643202106370594,0
auto_driver,6.390606070873888,0.3046786945424105,0.5168399041465659,15.311089549321169,15196.229179561273,0.40667526819471167,0.05358160071374665,0,0.2918870962537362,0.17538972120492058,0.8408987546443436,8.904304479149143,1
domestic_worker,0.7825734800095869,0.14775042019024912,0.7921340890335462,27.684688679334567,15578.484422869935,0.25725653033935314,0.15087672517327838,0,0.15692015025785505,0.3480628990360542,1.471095268180354,3.848383805685427,0
distressed,2.8268600754299174,0.10374757437877768,0.14112653378841053,26.495608432932478,10988.474214728674,0.8338830657307743,0.3778788354872897,2,0.4837245382439676,0.09157448578787096,2.351172170323985,3.780633110309769,0
distressed,0.8112814275167053,0.048604730184039525,0.43753061821201755,27.357151337200175,15448.000201648536,0.8469212162004726,0.6539219472007238,4,0.5939743850919741,0.08421546555168719,2.915073526916779,1.8885467975364385,0
tuition_teacher,5.859019093233556,0.44669341306511334,0.8400521329468174,18.215269442233215,16747.38850108428,0.31590243716695454,0.07231980591453253,1,0.17830136833688628,0.34038895586303786,0.7542052596823067,34.5155746916586,0
tuition_teacher,1.7876167065873974,0.27203692755455267,0.9829634470730015,13.936676070729428,11744.653079329051,0.3547267028864154,0.18723538632803924,1,0.1472720870767089,0.322102939687518,0.8075212827764309,10.153168275886975,0
distressed,1.9901718030875182,0.04018672516095411,0.38020426723584755,40.44472271263958,14606.99256561216,0.8456547316770899,0.774421553502892,5,0.4369751939391481,0.009057905853543935,1.8388934368751737,4.06489095973086,0
domestic_worker,1.139830696508418,0.09811011784301775,0.6939363482602684,28.457067893697868,9371.773518881175,0.25868993670226154,0.08002596093174012,2,0.08377460832254296,0.331000907559538,0.9315325053255337,5.253559619482929,0
tuition_teacher,5.974074464148042,0.3701982144347037,0.8386045084145509,17.591789128862104,12360.073772821746,0.22004772641043888,0.11859132622992322,1,0.14559355444463648,0.5869240411030725,0.735583423363934,41.367161442602054,1
tuition_teacher,5.111067730469035,0.42686430538349707,0.9267095437964441,17.70705754315972,13046.72993088281,0.3913810232739935,0.1712458007593215,1,0.16953472696718067,0.5981383174647898,1.170297932029847,40.65995672522525,1
domestic_worker,3.0780058259050658,0.11895641966803883,0.49697281381571523,29.904076855620218,10120.769506001388,0.18278879229617748,0.06950428223595782,1,0.17536499655684173,0.27418094005762095,1.4262815208074704,8.724316445733725,0
auto_driver,5.6219650820261915,0.28234783850657186,0.8707867377343128,20.689828409137604,26529.26340272282,0.4624472661527906,0.043795141964000917,1,0.39352147782600344,0.15897038139423436,0.7914007914886707,15.249996118585328,1
domestic_worker,2.183930856171024,0.1673316792901693,0.7365955580286011,31.301461924375083,8939.155775159066,0.2620601582926517,0.28719497892395124,0,0.0981506142428539,0.1582431684252546,0.9234489034924609,12.817175328000008,0
domestic_worker,1.454815155510425,0.06963354962757426,0.597469765810877,21.05929257674604,15992.54253341429,0.24231821033524215,0.08259904191719342,1,0.2360006694709435,0.19937955583666628,1.2500988963385828,21.210617808740828,0
distressed,2.43691901708058,0.06609313910731102,0.12840390014836475,25.395138886003345,11246.463490942466,0.6908802533131698,0.5471572667673088,5,0.4518405969657431,0.05681673512913646,2.3282440549566408,6.856291287228851,0
domestic_worker,3.9818847476730372,0.18093680245806265,0.8004545531825489,21.286958852598097,4937.956916759945,0.2504154085023441,0.09382978668719286,2,0.23776107084140768,0.15339226595348532,1.1899012473170152,9.222292239523187,0
auto_driver,6.6259164765686664,0.35853022300052706,0.7861583785296703,10.454580905399537,15091.393253988766,0.30263867397372635,0.2029970503776362,1,0.3294135131858612,0.46531407348079035,0.6980387832826435,26.331258433634083,1
kirana_owner,13.821147317615482,0.13599140998000958,0.7927301457699808,7.530347499296836,15692.20960166183,0.2939477716092726,0.11577740148437328,0,0.3587814477701834,0.34588372047955107,0.40215288783383935,32.56202503400668,1
auto_driver,10.289466628003836,0.1722605012687633,0.6659985545787357,20.447364411337954,17234.870618968933,0.36146296252190846,0.047209105118909744,0,0.3086487482189762,0.2640195147659977,0.9355919523641238,31.85443253448042,1
distressed,1.3890568887726464,0.11233469677258122,0.18605645545177052,43.24538115757167,13810.153675918367,0.8018292552872539,0.34889399872272153,3,0.40014061783038846,0.01853752728024857,2.1957421656943144,3.026007952556455,0
domestic_worker,1.4594703779101292,0.08820925251762013,0.46076714322530626,33.87596736207422,10864.657189270973,0.25051194953926736,0.0786413160910558,0,0.21933421010164872,0.16975859079733713,0.8245817677767666,6.400772975242255,0
auto_driver,10.65897408046948,0.3620951885152702,0.59561768165567,7.909647795701039,18962.105588840906,0.5102270618447751,0.07645005718464185,0,0.477990065110219,0.15131730340444807,1.1465868481633334,34.15534376883197,1
distressed,2.310881505105236,0.10205059438586041,0.3622735015946521,32.19637190120385,11184.87255550181,0.5471375603623324,0.41916926468103005,4,0.47571873424508826,0.050527692229309584,2.3739665239718066,3.765712862835236,0
auto_driver,9.101746672905403,0.28077262481982873,0.5791826982271473,21.314180654488773,20681.48484590447,0.5381878856886498,0.18045908305840336,2,0.5452555794844,0.24082026969569528,1.0467564870484358,20.21798212914234,1
kirana_owner,14.24912883158334,0.20755857012777457,0.7763184437174844,14.799785398901582,25015.9948513207,0.32088245910592683,0.0451980536493923,1,0.3425482783844638,0.40158544472497093,0.7031814201077675,35.70530766215851,1
auto_driver,8.071709132725836,0.27390126955028576,0.5231881818173518,13.268965902306212,12872.949361110477,0.5095300695731946,0.007723209259008046,2,0.5335444863012319,0.12035229381800586,1.1247940257312457,13.728378485461093,0
distressed,1.7344904380102335,0.09792699435748008,0.18599491004824334,30.768657631680423,7003.760117287789,0.510872853399034,0.7792576469877261,3,0.5275042200136558,0.06355603540101849,2.615992084042486,4.721290430868075,0
tuition_teacher,5.440293475074348,0.48411332992674283,0.8013734473210898,20.414967342625438,21149.530158752394,0.2423081899850044,0.19446924958671963,0,0.2843795012998401,0.4494733714665532,0.818394295167999,15.200253557854552,1
auto_driver,3.6665191503216623,0.1831355202378534,0.8474469301481093,17.444323901372975,27614.730970332886,0.4823251613707997,0.15772800194316375,2,0.5146525210986845,0.3553870111058962,0.9654875650322057,27.38249081283899,0
tuition_teacher,4.9828586490134565,0.2912463234675806,0.7445241484377437,14.434340352098083,13862.66693076433,0.45262104553167193,0.06604025911954628,1,0.2712819261311479,0.3349851001162689,1.23551708362463,18.46062585688702,1
distressed,1.8358512745376616,0.04898341138494915,0.2939999550042498,40.546550766358514,9374.516425807564,0.7441341555160719,0.611773184821373,4,0.383769948054381,0.06935404695867196,2.512125534570335,5.778116855518182,0
kirana_owner,12.892094413729836,0.13819252635960735,0.8951590822531672,7.3706207698466315,15266.252652908744,0.30743747753122785,0.08186974286091951,0,0.2681389958342143,0.4746374014400005,0.7098596946898201,45.40694189396967,1
tuition_teacher,1.3592516774311716,0.38049060348269026,0.8396615608697526,26.590329716276266,23774.131580840163,0.34805197413090233,0.0936641069388662,1,0.2924399977069404,0.5027594086203967,0.8266191012254632,15.375148175396802,1
kirana_owner,24.13626174159639,0.05642981756057004,0.8380943581860308,6.54283125413476,22593.88332122612,0.33526907119117433,0.02510474994662689,0,0.2315595905410142,0.5387025966839585,0.6061292982320376,39.34714988303021,0
tuition_teacher,5.248650957006135,0.5495900138341818,0.7649442430222478,15.164063444142187,15238.16115958537,0.2751299260195665,0.052574266431956534,0,0.21648894830787546,0.7470851354156294,1.393194660964928,25.91028986631846,1
distressed,1.7270626681446228,0.10328370546615122,0.20612072682210708,35.99522606201167,16886.91466487037,0.8942484406048032,0.7925233483604355,5,0.5496120862070144,0.026913050072280578,1.9812751111007811,4.830979888434123,0
tuition_teacher,4.745870786577665,0.3167424742674244,0.7958963291144422,12.290067314052905,13447.764589885619,0.2566136630086758,0.17010417578427153,1,0.18925646771608828,0.4025405039487752,1.2315387700156712,26.83535827777322,1
